customer_id,created_at,country,acquisition_channel
33,2025-08-13T16:26:34+00:00,US,Google Ads
708,2025-08-13T17:59:47+00:00,NZ,Organic
980,2025-08-13T18:26:15+00:00,NZ,Facebook Ads
36,2025-08-13T22:02:32+00:00,US,Referral
197,2025-08-13T22:54:30+00:00,US,Organic
700,2025-08-14T03:10:50+00:00,AU,Organic
876,2025-08-14T05:10:43+00:00,US,Organic
124,2025-08-14T10:23:16+00:00,US,Organic
826,2025-08-14T12:49:02+00:00,NZ,Referral
142,2025-08-14T15:24:00+00:00,NZ,Organic
12,2025-08-14T22:35:46+00:00,US,Facebook Ads
757,2025-08-15T01:59:52+00:00,NZ,Google Ads
504,2025-08-15T12:36:30+00:00,US,Organic
807,2025-08-15T23:59:52+00:00,US,Google Ads
56,2025-08-16T01:11:17+00:00,NZ,Organic
911,2025-08-16T01:41:08+00:00,AU,Google Ads
243,2025-08-16T04:52:45+00:00,NZ,Organic
784,2025-08-16T12:47:10+00:00,UK,Organic
642,2025-08-16T20:19:12+00:00,NZ,Referral
422,2025-08-16T21:30:30+00:00,AU,Referral
735,2025-08-17T01:20:34+00:00,US,Organic
450,2025-08-17T13:23:55+00:00,NZ,Google Ads
578,2025-08-17T14:26:10+00:00,US,Referral
98,2025-08-17T19:25:37+00:00,AU,Google Ads
458,2025-08-18T13:16:12+00:00,NZ,Referral
16,2025-08-18T15:09:03+00:00,NZ,Organic
446,2025-08-18T16:48:07+00:00,UK,Google Ads
803,2025-08-18T17:46:07+00:00,NZ,Referral
538,2025-08-19T03:20:23+00:00,AU,Referral
113,2025-08-19T06:21:46+00:00,US,Referral
88,2025-08-19T06:54:14+00:00,US,Google Ads
648,2025-08-19T22:30:44+00:00,UK,Google Ads
923,2025-08-20T03:55:50+00:00,AU,Organic
435,2025-08-20T04:50:37+00:00,US,Google Ads
363,2025-08-20T08:12:07+00:00,UK,Google Ads
969,2025-08-20T08:58:23+00:00,NZ,Google Ads
754,2025-08-20T20:01:49+00:00,NZ,Facebook Ads
490,2025-08-21T00:10:05+00:00,NZ,Referral
687,2025-08-21T01:23:35+00:00,CA,Google Ads
122,2025-08-21T02:14:22+00:00,CA,Organic
899,2025-08-21T03:47:54+00:00,US,Organic
870,2025-08-21T17:52:52+00:00,NZ,Google Ads
278,2025-08-22T01:12:17+00:00,AU,Google Ads
489,2025-08-22T01:23:15+00:00,NZ,Google Ads
937,2025-08-22T04:13:46+00:00,CA,Google Ads
239,2025-08-22T07:00:21+00:00,NZ,Referral
615,2025-08-22T08:18:41+00:00,AU,Organic
918,2025-08-22T10:51:58+00:00,AU,Organic
233,2025-08-22T14:21:23+00:00,US,Referral
38,2025-08-22T19:09:07+00:00,NZ,Organic
775,2025-08-22T21:23:55+00:00,CA,Referral
556,2025-08-23T05:03:13+00:00,US,Facebook Ads
737,2025-08-23T07:09:03+00:00,CA,Organic
658,2025-08-23T12:22:46+00:00,NZ,Organic
408,2025-08-23T16:40:53+00:00,AU,Organic
158,2025-08-24T00:37:32+00:00,NZ,Google Ads
669,2025-08-24T05:56:01+00:00,AU,Organic
828,2025-08-24T10:25:39+00:00,NZ,Facebook Ads
792,2025-08-24T12:33:43+00:00,NZ,Google Ads
765,2025-08-24T17:13:13+00:00,NZ,Facebook Ads
890,2025-08-24T22:38:59+00:00,NZ,Facebook Ads
603,2025-08-25T04:22:18+00:00,US,Organic
392,2025-08-25T04:23:25+00:00,NZ,Facebook Ads
993,2025-08-25T12:20:31+00:00,NZ,Google Ads
815,2025-08-25T15:08:32+00:00,NZ,Google Ads
398,2025-08-25T16:08:28+00:00,AU,Organic
296,2025-08-25T23:12:18+00:00,AU,Google Ads
646,2025-08-26T08:37:07+00:00,US,Organic
607,2025-08-26T09:38:14+00:00,AU,Organic
724,2025-08-26T15:11:31+00:00,CA,Organic
629,2025-08-27T04:03:17+00:00,NZ,Facebook Ads
443,2025-08-27T04:38:06+00:00,AU,Referral
962,2025-08-27T06:45:48+00:00,NZ,Google Ads
632,2025-08-27T08:52:24+00:00,US,Organic
762,2025-08-27T09:00:21+00:00,US,Organic
63,2025-08-27T15:54:44+00:00,NZ,Organic
715,2025-08-27T22:52:17+00:00,NZ,Facebook Ads
799,2025-08-28T04:19:44+00:00,NZ,Facebook Ads
104,2025-08-28T08:16:41+00:00,US,Referral
714,2025-08-28T10:01:49+00:00,UK,Organic
226,2025-08-28T15:28:20+00:00,AU,Referral
352,2025-08-28T17:18:40+00:00,AU,Organic
205,2025-08-28T21:56:53+00:00,NZ,Organic
789,2025-08-29T00:35:17+00:00,AU,Organic
942,2025-08-29T01:06:33+00:00,US,Organic
154,2025-08-29T15:22:48+00:00,NZ,Referral
448,2025-08-29T19:34:52+00:00,US,Referral
552,2025-08-29T20:33:34+00:00,AU,Organic
318,2025-08-29T20:39:58+00:00,UK,Google Ads
92,2025-08-30T04:41:11+00:00,NZ,Facebook Ads
639,2025-08-30T10:10:40+00:00,NZ,Referral
304,2025-08-30T10:38:03+00:00,US,Google Ads
366,2025-08-30T17:29:41+00:00,NZ,Organic
910,2025-08-30T21:30:58+00:00,AU,Referral
782,2025-08-30T22:01:02+00:00,UK,Organic
696,2025-08-31T05:35:47+00:00,NZ,Organic
928,2025-08-31T09:13:33+00:00,US,Referral
577,2025-08-31T11:47:37+00:00,US,Google Ads
563,2025-08-31T19:12:36+00:00,NZ,Google Ads
829,2025-08-31T23:36:38+00:00,CA,Referral
602,2025-09-01T00:33:52+00:00,NZ,Facebook Ads
478,2025-09-01T02:52:09+00:00,NZ,Organic
75,2025-09-01T05:12:56+00:00,US,Organic
441,2025-09-01T06:33:55+00:00,NZ,Organic
814,2025-09-01T11:05:44+00:00,AU,Organic
932,2025-09-01T15:57:32+00:00,AU,Organic
252,2025-09-01T16:47:03+00:00,AU,Organic
944,2025-09-01T18:48:19+00:00,CA,Organic
218,2025-09-02T00:41:59+00:00,NZ,Google Ads
484,2025-09-02T05:40:31+00:00,US,Google Ads
711,2025-09-02T09:38:01+00:00,AU,Referral
427,2025-09-02T18:09:03+00:00,US,Referral
823,2025-09-03T05:59:28+00:00,US,Organic
372,2025-09-03T06:20:31+00:00,AU,Organic
368,2025-09-03T08:06:12+00:00,NZ,Referral
447,2025-09-03T15:42:08+00:00,NZ,Organic
15,2025-09-04T01:25:36+00:00,US,Google Ads
843,2025-09-04T05:49:37+00:00,AU,Google Ads
246,2025-09-04T12:13:29+00:00,UK,Referral
181,2025-09-04T18:42:31+00:00,UK,Referral
693,2025-09-04T23:14:34+00:00,NZ,Organic
182,2025-09-05T02:49:32+00:00,UK,Referral
106,2025-09-05T16:48:15+00:00,UK,Facebook Ads
269,2025-09-05T22:41:11+00:00,NZ,Facebook Ads
768,2025-09-05T22:44:42+00:00,CA,Facebook Ads
399,2025-09-06T05:36:36+00:00,NZ,Google Ads
819,2025-09-06T06:14:02+00:00,CA,Organic
118,2025-09-06T09:06:30+00:00,US,Google Ads
551,2025-09-06T13:31:08+00:00,US,Facebook Ads
701,2025-09-06T17:25:32+00:00,US,Referral
986,2025-09-06T21:42:04+00:00,US,Organic
6,2025-09-06T23:04:35+00:00,NZ,Facebook Ads
390,2025-09-07T01:35:16+00:00,US,Organic
549,2025-09-07T04:51:47+00:00,CA,Google Ads
452,2025-09-08T15:50:49+00:00,NZ,Organic
783,2025-09-08T16:19:21+00:00,CA,Organic
32,2025-09-08T17:03:53+00:00,NZ,Organic
707,2025-09-08T18:34:13+00:00,US,Facebook Ads
580,2025-09-08T21:16:47+00:00,CA,Facebook Ads
732,2025-09-08T23:41:54+00:00,US,Organic
920,2025-09-09T00:21:24+00:00,AU,Organic
904,2025-09-09T02:19:19+00:00,NZ,Google Ads
744,2025-09-09T02:25:32+00:00,US,Google Ads
409,2025-09-09T23:16:37+00:00,NZ,Organic
606,2025-09-10T00:49:27+00:00,UK,Referral
727,2025-09-10T01:46:51+00:00,AU,Google Ads
929,2025-09-10T05:07:23+00:00,NZ,Google Ads
22,2025-09-10T12:30:31+00:00,NZ,Google Ads
374,2025-09-10T22:37:09+00:00,NZ,Google Ads
860,2025-09-10T23:49:28+00:00,UK,Organic
515,2025-09-11T02:35:59+00:00,NZ,Facebook Ads
5,2025-09-11T05:56:24+00:00,NZ,Referral
573,2025-09-11T07:20:20+00:00,AU,Organic
377,2025-09-11T07:50:14+00:00,NZ,Google Ads
103,2025-09-11T08:40:20+00:00,NZ,Referral
907,2025-09-11T12:46:36+00:00,NZ,Google Ads
886,2025-09-11T16:26:33+00:00,NZ,Referral
985,2025-09-11T17:44:15+00:00,NZ,Organic
925,2025-09-11T22:02:17+00:00,NZ,Referral
849,2025-09-11T22:41:58+00:00,NZ,Google Ads
643,2025-09-12T01:55:42+00:00,NZ,Google Ads
523,2025-09-12T04:49:06+00:00,US,Organic
148,2025-09-12T09:08:06+00:00,AU,Facebook Ads
496,2025-09-12T11:52:17+00:00,CA,Referral
951,2025-09-12T17:20:17+00:00,NZ,Referral
469,2025-09-12T17:35:30+00:00,UK,Organic
224,2025-09-13T07:05:29+00:00,NZ,Organic
413,2025-09-13T07:33:25+00:00,AU,Referral
835,2025-09-13T16:48:40+00:00,CA,Organic
820,2025-09-14T00:59:17+00:00,NZ,Organic
41,2025-09-14T02:43:27+00:00,US,Google Ads
49,2025-09-14T03:26:09+00:00,CA,Organic
617,2025-09-14T06:54:04+00:00,AU,Google Ads
597,2025-09-14T16:40:40+00:00,NZ,Referral
842,2025-09-15T02:46:32+00:00,CA,Facebook Ads
283,2025-09-15T03:39:55+00:00,US,Google Ads
535,2025-09-15T03:44:33+00:00,UK,Organic
989,2025-09-15T10:35:06+00:00,NZ,Organic
373,2025-09-15T10:39:42+00:00,NZ,Organic
837,2025-09-15T12:56:19+00:00,NZ,Referral
381,2025-09-15T14:22:49+00:00,CA,Google Ads
604,2025-09-16T17:00:44+00:00,US,Referral
525,2025-09-16T19:00:48+00:00,NZ,Organic
712,2025-09-17T04:56:19+00:00,US,Facebook Ads
429,2025-09-17T12:38:36+00:00,NZ,Google Ads
532,2025-09-17T13:30:34+00:00,CA,Organic
152,2025-09-17T19:33:21+00:00,US,Organic
917,2025-09-18T00:13:36+00:00,NZ,Facebook Ads
697,2025-09-18T13:47:06+00:00,NZ,Organic
266,2025-09-18T20:13:12+00:00,US,Organic
295,2025-09-18T23:38:12+00:00,NZ,Organic
736,2025-09-19T04:20:32+00:00,NZ,Referral
273,2025-09-19T21:45:26+00:00,NZ,Organic
857,2025-09-19T21:55:09+00:00,US,Facebook Ads
908,2025-09-20T00:53:11+00:00,AU,Google Ads
162,2025-09-20T01:38:03+00:00,NZ,Organic
761,2025-09-20T04:55:53+00:00,US,Organic
863,2025-09-20T08:00:29+00:00,NZ,Organic
539,2025-09-20T08:11:35+00:00,NZ,Google Ads
690,2025-09-20T08:33:02+00:00,NZ,Organic
961,2025-09-20T11:19:21+00:00,NZ,Referral
571,2025-09-20T18:25:54+00:00,CA,Google Ads
168,2025-09-21T00:19:26+00:00,AU,Referral
412,2025-09-21T02:33:16+00:00,NZ,Organic
569,2025-09-21T04:55:10+00:00,UK,Referral
681,2025-09-21T12:42:31+00:00,AU,Google Ads
619,2025-09-21T14:39:28+00:00,NZ,Referral
55,2025-09-21T15:36:38+00:00,CA,Facebook Ads
921,2025-09-21T17:53:10+00:00,UK,Referral
249,2025-09-21T21:37:07+00:00,UK,Referral
960,2025-09-21T22:44:28+00:00,US,Google Ads
677,2025-09-22T02:02:53+00:00,AU,Referral
102,2025-09-22T03:30:04+00:00,NZ,Google Ads
64,2025-09-22T03:55:14+00:00,US,Organic
546,2025-09-22T07:52:06+00:00,UK,Organic
58,2025-09-22T22:25:02+00:00,AU,Google Ads
763,2025-09-23T03:19:28+00:00,US,Organic
850,2025-09-23T05:45:46+00:00,NZ,Organic
488,2025-09-23T07:39:10+00:00,US,Facebook Ads
281,2025-09-23T09:13:48+00:00,NZ,Organic
611,2025-09-23T23:41:24+00:00,US,Google Ads
691,2025-09-24T02:53:19+00:00,CA,Referral
456,2025-09-25T07:58:54+00:00,CA,Organic
630,2025-09-25T12:04:34+00:00,US,Referral
506,2025-09-25T14:43:29+00:00,NZ,Organic
741,2025-09-26T12:09:08+00:00,NZ,Organic
854,2025-09-26T16:39:10+00:00,US,Organic
468,2025-09-26T17:30:11+00:00,US,Google Ads
891,2025-09-26T22:18:27+00:00,NZ,Facebook Ads
234,2025-09-27T01:52:14+00:00,UK,Organic
62,2025-09-27T09:19:17+00:00,NZ,Google Ads
424,2025-09-27T13:01:15+00:00,AU,Organic
730,2025-09-27T13:26:59+00:00,NZ,Referral
756,2025-09-27T14:39:09+00:00,CA,Referral
349,2025-09-27T21:01:30+00:00,AU,Referral
526,2025-09-28T17:02:54+00:00,AU,Organic
1,2025-09-28T18:41:48+00:00,NZ,Referral
919,2025-09-29T11:04:09+00:00,NZ,Organic
326,2025-09-29T20:12:20+00:00,NZ,Google Ads
361,2025-09-29T20:54:32+00:00,NZ,Google Ads
605,2025-09-30T15:48:30+00:00,US,Organic
293,2025-09-30T20:45:45+00:00,CA,Google Ads
956,2025-10-01T15:57:43+00:00,NZ,Organic
449,2025-10-01T21:41:27+00:00,AU,Referral
872,2025-10-02T20:22:02+00:00,CA,Google Ads
480,2025-10-03T08:14:23+00:00,UK,Organic
884,2025-10-03T09:30:08+00:00,US,Facebook Ads
457,2025-10-03T09:38:56+00:00,AU,Facebook Ads
973,2025-10-03T15:07:22+00:00,US,Organic
583,2025-10-03T15:35:03+00:00,NZ,Google Ads
21,2025-10-03T15:54:07+00:00,NZ,Organic
524,2025-10-04T02:43:42+00:00,AU,Referral
174,2025-10-04T15:12:38+00:00,NZ,Facebook Ads
65,2025-10-05T09:47:28+00:00,NZ,Organic
894,2025-10-05T19:36:31+00:00,US,Organic
594,2025-10-05T22:34:11+00:00,US,Organic
565,2025-10-06T09:22:20+00:00,CA,Organic
419,2025-10-06T11:38:45+00:00,CA,Facebook Ads
516,2025-10-06T15:20:22+00:00,US,Organic
139,2025-10-06T15:50:48+00:00,US,Organic
121,2025-10-06T21:57:21+00:00,UK,Referral
175,2025-10-07T08:53:33+00:00,NZ,Organic
781,2025-10-07T16:29:35+00:00,CA,Facebook Ads
309,2025-10-08T05:33:04+00:00,NZ,Organic
866,2025-10-08T06:37:42+00:00,NZ,Referral
655,2025-10-08T10:35:50+00:00,AU,Organic
212,2025-10-08T21:55:21+00:00,AU,Google Ads
123,2025-10-08T23:55:19+00:00,UK,Referral
513,2025-10-09T07:18:05+00:00,US,Facebook Ads
667,2025-10-09T17:23:29+00:00,US,Referral
554,2025-10-10T08:35:54+00:00,NZ,Organic
954,2025-10-10T19:57:21+00:00,AU,Facebook Ads
341,2025-10-11T00:24:43+00:00,AU,Organic
559,2025-10-11T08:23:23+00:00,NZ,Organic
796,2025-10-11T14:34:08+00:00,NZ,Organic
271,2025-10-11T22:07:48+00:00,AU,Organic
265,2025-10-11T22:47:59+00:00,NZ,Organic
786,2025-10-12T20:19:15+00:00,NZ,Google Ads
440,2025-10-13T12:08:06+00:00,UK,Organic
130,2025-10-13T16:19:26+00:00,NZ,Google Ads
331,2025-10-14T03:13:34+00:00,UK,Referral
536,2025-10-15T10:44:00+00:00,AU,Google Ads
914,2025-10-15T13:59:47+00:00,NZ,Organic
19,2025-10-16T06:06:01+00:00,NZ,Organic
626,2025-10-16T06:21:26+00:00,NZ,Organic
747,2025-10-16T12:41:36+00:00,US,Google Ads
315,2025-10-17T15:35:52+00:00,NZ,Organic
338,2025-10-18T02:36:52+00:00,NZ,Organic
665,2025-10-18T05:04:33+00:00,AU,Google Ads
31,2025-10-18T13:48:37+00:00,NZ,Organic
37,2025-10-19T16:51:36+00:00,NZ,Google Ads
922,2025-10-19T19:24:11+00:00,AU,Organic
93,2025-10-20T00:14:16+00:00,UK,Google Ads
941,2025-10-20T02:21:29+00:00,AU,Facebook Ads
703,2025-10-20T14:59:22+00:00,NZ,Google Ads
430,2025-10-21T00:56:46+00:00,NZ,Facebook Ads
329,2025-10-21T02:13:42+00:00,UK,Facebook Ads
570,2025-10-21T10:26:40+00:00,NZ,Google Ads
817,2025-10-21T11:11:54+00:00,NZ,Facebook Ads
411,2025-10-21T12:23:37+00:00,NZ,Organic
695,2025-10-22T07:36:40+00:00,AU,Organic
438,2025-10-22T10:59:29+00:00,NZ,Referral
203,2025-10-22T14:11:39+00:00,AU,Organic
566,2025-10-22T16:31:49+00:00,US,Referral
963,2025-10-22T17:05:59+00:00,NZ,Facebook Ads
800,2025-10-23T16:58:08+00:00,US,Organic
200,2025-10-23T23:03:54+00:00,NZ,Organic
723,2025-10-24T02:46:20+00:00,AU,Organic
380,2025-10-24T10:56:30+00:00,NZ,Organic
138,2025-10-25T05:36:48+00:00,NZ,Organic
66,2025-10-25T10:17:46+00:00,NZ,Organic
333,2025-10-25T13:41:52+00:00,AU,Organic
943,2025-10-25T21:47:19+00:00,US,Referral
29,2025-10-25T22:42:06+00:00,NZ,Organic
608,2025-10-26T00:35:23+00:00,UK,Google Ads
405,2025-10-26T11:24:30+00:00,AU,Referral
287,2025-10-26T22:18:44+00:00,CA,Organic
292,2025-10-28T14:53:14+00:00,NZ,Organic
939,2025-10-28T16:07:00+00:00,CA,Facebook Ads
824,2025-10-28T19:31:44+00:00,CA,Google Ads
576,2025-10-29T14:49:55+00:00,UK,Organic
303,2025-10-30T04:02:09+00:00,UK,Google Ads
323,2025-10-30T16:52:49+00:00,NZ,Google Ads
821,2025-10-31T13:14:47+00:00,AU,Google Ads
541,2025-10-31T19:21:23+00:00,UK,Referral
164,2025-11-01T01:44:07+00:00,AU,Organic
228,2025-11-01T03:25:26+00:00,US,Organic
846,2025-11-01T05:29:37+00:00,UK,Organic
938,2025-11-02T14:24:45+00:00,NZ,Facebook Ads
451,2025-11-02T22:33:27+00:00,NZ,Google Ads
585,2025-11-03T03:16:39+00:00,NZ,Facebook Ads
128,2025-11-03T15:56:12+00:00,UK,Google Ads
851,2025-11-04T02:07:45+00:00,AU,Referral
885,2025-11-04T22:55:17+00:00,NZ,Google Ads
335,2025-11-05T00:29:45+00:00,US,Organic
262,2025-11-05T04:26:38+00:00,NZ,Organic
582,2025-11-06T12:06:06+00:00,CA,Google Ads
301,2025-11-06T18:54:16+00:00,UK,Google Ads
1000,2025-11-07T21:56:20+00:00,NZ,Organic
77,2025-11-08T01:29:03+00:00,US,Organic
968,2025-11-08T04:55:57+00:00,UK,Referral
111,2025-11-09T13:25:24+00:00,AU,Organic
300,2025-11-09T17:16:08+00:00,US,Organic
861,2025-11-10T20:11:07+00:00,UK,Organic
336,2025-11-11T01:05:04+00:00,NZ,Organic
742,2025-11-11T02:30:36+00:00,US,Organic
261,2025-11-11T09:28:51+00:00,NZ,Facebook Ads
702,2025-11-11T21:10:34+00:00,AU,Organic
144,2025-11-12T00:57:20+00:00,NZ,Organic
370,2025-11-12T04:42:41+00:00,CA,Facebook Ads
84,2025-11-12T11:10:53+00:00,AU,Organic
116,2025-11-12T16:19:54+00:00,UK,Google Ads
324,2025-11-12T16:51:32+00:00,NZ,Referral
970,2025-11-13T05:44:58+00:00,NZ,Facebook Ads
694,2025-11-13T06:12:33+00:00,AU,Referral
647,2025-11-13T07:00:02+00:00,NZ,Organic
286,2025-11-13T07:32:50+00:00,US,Organic
845,2025-11-13T13:20:28+00:00,CA,Referral
196,2025-11-13T14:17:53+00:00,UK,Google Ads
778,2025-11-13T16:45:06+00:00,NZ,Referral
855,2025-11-13T17:24:02+00:00,US,Organic
791,2025-11-13T21:08:05+00:00,AU,Organic
794,2025-11-14T07:36:09+00:00,CA,Referral
645,2025-11-14T10:00:10+00:00,NZ,Google Ads
165,2025-11-14T14:24:07+00:00,US,Facebook Ads
485,2025-11-15T00:12:54+00:00,NZ,Organic
912,2025-11-16T04:40:29+00:00,AU,Facebook Ads
982,2025-11-16T12:04:21+00:00,NZ,Google Ads
974,2025-11-16T14:54:10+00:00,NZ,Facebook Ads
864,2025-11-16T15:34:51+00:00,US,Referral
479,2025-11-16T19:27:05+00:00,US,Referral
950,2025-11-17T03:13:34+00:00,CA,Google Ads
346,2025-11-17T03:18:50+00:00,NZ,Facebook Ads
129,2025-11-17T03:55:43+00:00,NZ,Google Ads
73,2025-11-17T12:08:49+00:00,US,Facebook Ads
830,2025-11-18T16:41:56+00:00,CA,Google Ads
766,2025-11-18T16:48:16+00:00,AU,Google Ads
311,2025-11-18T17:25:05+00:00,NZ,Facebook Ads
391,2025-11-18T17:30:41+00:00,AU,Organic
555,2025-11-19T01:25:06+00:00,NZ,Organic
202,2025-11-19T15:51:36+00:00,NZ,Referral
733,2025-11-20T00:40:49+00:00,UK,Google Ads
445,2025-11-20T01:56:50+00:00,US,Google Ads
793,2025-11-20T20:43:14+00:00,AU,Organic
476,2025-11-20T22:43:45+00:00,UK,Referral
330,2025-11-21T06:55:43+00:00,US,Organic
115,2025-11-21T15:58:42+00:00,NZ,Organic
404,2025-11-22T06:33:58+00:00,US,Google Ads
591,2025-11-22T11:55:58+00:00,UK,Google Ads
672,2025-11-22T17:52:24+00:00,UK,Google Ads
831,2025-11-23T01:33:06+00:00,NZ,Organic
878,2025-11-23T19:36:50+00:00,NZ,Facebook Ads
237,2025-11-23T21:23:45+00:00,NZ,Organic
194,2025-11-24T02:23:52+00:00,NZ,Referral
596,2025-11-24T20:56:36+00:00,NZ,Facebook Ads
924,2025-11-25T09:45:54+00:00,AU,Organic
39,2025-11-25T14:11:10+00:00,NZ,Organic
316,2025-11-25T20:00:07+00:00,NZ,Facebook Ads
321,2025-11-26T03:24:16+00:00,UK,Google Ads
310,2025-11-26T16:10:26+00:00,NZ,Organic
308,2025-11-26T22:20:33+00:00,AU,Organic
100,2025-11-27T11:35:41+00:00,AU,Facebook Ads
187,2025-11-28T09:23:51+00:00,CA,Organic
7,2025-11-29T02:21:38+00:00,NZ,Facebook Ads
320,2025-11-29T10:24:58+00:00,US,Google Ads
844,2025-11-29T22:34:08+00:00,AU,Organic
875,2025-11-30T02:03:06+00:00,NZ,Organic
133,2025-11-30T14:09:20+00:00,NZ,Referral
713,2025-12-01T09:14:13+00:00,NZ,Facebook Ads
357,2025-12-01T18:38:25+00:00,NZ,Organic
110,2025-12-01T20:31:18+00:00,NZ,Google Ads
901,2025-12-02T10:22:35+00:00,NZ,Google Ads
840,2025-12-02T22:33:57+00:00,CA,Organic
600,2025-12-03T14:19:23+00:00,NZ,Organic
221,2025-12-03T15:20:15+00:00,US,Referral
183,2025-12-03T23:46:06+00:00,NZ,Organic
99,2025-12-04T00:32:42+00:00,AU,Organic
949,2025-12-04T00:39:35+00:00,UK,Facebook Ads
353,2025-12-05T09:43:56+00:00,CA,Organic
171,2025-12-05T13:53:57+00:00,NZ,Facebook Ads
746,2025-12-05T15:35:12+00:00,UK,Facebook Ads
952,2025-12-05T22:51:18+00:00,US,Facebook Ads
72,2025-12-06T02:19:45+00:00,AU,Google Ads
201,2025-12-06T03:26:58+00:00,UK,Google Ads
434,2025-12-06T07:53:26+00:00,US,Organic
804,2025-12-06T10:53:56+00:00,AU,Referral
542,2025-12-06T15:27:13+00:00,NZ,Facebook Ads
444,2025-12-06T15:57:39+00:00,US,Organic
256,2025-12-06T23:52:08+00:00,AU,Google Ads
995,2025-12-07T04:56:37+00:00,US,Facebook Ads
97,2025-12-07T14:19:43+00:00,UK,Referral
673,2025-12-07T16:43:31+00:00,US,Google Ads
521,2025-12-09T06:14:12+00:00,NZ,Organic
61,2025-12-09T11:01:21+00:00,CA,Organic
755,2025-12-10T05:22:39+00:00,NZ,Facebook Ads
151,2025-12-10T09:29:46+00:00,NZ,Organic
947,2025-12-11T14:42:07+00:00,CA,Facebook Ads
825,2025-12-11T14:56:15+00:00,CA,Referral
978,2025-12-11T17:41:04+00:00,UK,Facebook Ads
663,2025-12-12T10:46:29+00:00,NZ,Google Ads
25,2025-12-12T12:23:11+00:00,NZ,Google Ads
653,2025-12-12T20:09:44+00:00,US,Organic
87,2025-12-13T01:10:54+00:00,AU,Organic
722,2025-12-13T18:58:13+00:00,NZ,Referral
568,2025-12-13T19:18:29+00:00,US,Google Ads
631,2025-12-16T05:12:57+00:00,NZ,Facebook Ads
527,2025-12-16T11:39:20+00:00,NZ,Organic
787,2025-12-17T08:51:03+00:00,US,Google Ads
641,2025-12-18T16:07:16+00:00,NZ,Referral
798,2025-12-18T21:51:12+00:00,AU,Organic
322,2025-12-18T23:18:01+00:00,UK,Organic
953,2025-12-19T07:10:04+00:00,US,Google Ads
389,2025-12-19T12:49:37+00:00,NZ,Organic
999,2025-12-20T18:28:12+00:00,NZ,Referral
558,2025-12-21T03:28:47+00:00,AU,Organic
903,2025-12-21T06:44:18+00:00,UK,Google Ads
574,2025-12-21T09:45:17+00:00,US,Referral
347,2025-12-22T09:38:05+00:00,CA,Referral
268,2025-12-22T11:58:43+00:00,NZ,Facebook Ads
752,2025-12-22T13:27:23+00:00,US,Organic
34,2025-12-22T15:36:56+00:00,NZ,Facebook Ads
770,2025-12-22T16:02:16+00:00,NZ,Organic
486,2025-12-22T16:18:12+00:00,US,Organic
216,2025-12-22T21:41:24+00:00,UK,Referral
274,2025-12-22T23:57:53+00:00,NZ,Organic
260,2025-12-23T07:17:25+00:00,AU,Organic
215,2025-12-24T07:30:22+00:00,US,Referral
547,2025-12-24T08:51:15+00:00,UK,Google Ads
351,2025-12-24T12:50:51+00:00,NZ,Organic
987,2025-12-24T22:36:53+00:00,AU,Organic
244,2025-12-24T23:26:06+00:00,AU,Referral
856,2025-12-25T05:58:21+00:00,AU,Organic
964,2025-12-25T14:36:08+00:00,NZ,Facebook Ads
698,2025-12-25T20:36:22+00:00,NZ,Organic
199,2025-12-26T05:07:08+00:00,CA,Facebook Ads
230,2025-12-27T02:50:38+00:00,CA,Organic
726,2025-12-27T03:38:41+00:00,US,Referral
725,2025-12-27T22:44:36+00:00,US,Facebook Ads
936,2025-12-28T03:52:33+00:00,CA,Google Ads
210,2025-12-28T21:33:49+00:00,AU,Google Ads
134,2025-12-28T22:11:49+00:00,NZ,Referral
54,2025-12-29T13:16:24+00:00,AU,Referral
777,2025-12-29T20:24:14+00:00,NZ,Google Ads
255,2025-12-30T05:44:37+00:00,UK,Organic
442,2025-12-30T16:43:26+00:00,US,Organic
355,2025-12-31T00:35:55+00:00,UK,Organic
678,2025-12-31T04:11:55+00:00,NZ,Facebook Ads
328,2025-12-31T17:34:00+00:00,NZ,Google Ads
