"customer_id","plan_type","billing_cycle","total_revenue","total_payments","successful_payments","failed_payments","started_date","ended_date","subscription_length_days","churned"
302,"basic","monthly",100.00,5,5,0,"2025-08-01 22:29:45+12",NULL,152,0
303,"basic","monthly",60.00,3,3,0,"2025-10-30 17:02:09+13",NULL,62,0
304,"basic","monthly",100.00,5,5,0,"2025-08-30 22:38:03+12",NULL,123,0
305,"pro","monthly",350.00,7,7,0,"2025-03-26 09:39:53+13","2025-10-16 23:38:30+13",204,1
306,"basic","monthly",200.00,10,10,0,"2025-03-22 22:31:50+13",NULL,284,0
307,"basic","yearly",216.00,1,0,1,"2025-06-20 05:22:04+12",NULL,194,0
308,"basic","monthly",40.00,2,2,0,"2025-11-27 11:20:33+13",NULL,34,0
309,"basic","monthly",60.00,3,2,1,"2025-10-08 18:33:04+13",NULL,84,0
310,"pro","monthly",100.00,2,2,0,"2025-11-27 05:10:26+13",NULL,34,0
311,"basic","monthly",40.00,2,2,0,"2025-11-19 06:25:05+13",NULL,42,0
312,"basic","monthly",180.00,9,8,1,"2025-04-12 19:56:13+12",NULL,263,0
313,"basic","monthly",160.00,8,8,0,"2025-05-22 22:21:23+12",NULL,223,0
314,"basic","monthly",120.00,6,6,0,"2025-03-10 19:48:39+13","2025-08-22 11:25:40+12",164,1
315,"pro","monthly",150.00,3,3,0,"2025-10-18 04:35:52+13",NULL,74,0
316,"basic","monthly",40.00,2,2,0,"2025-11-26 09:00:07+13",NULL,35,0
317,"basic","yearly",216.00,1,1,0,"2025-07-22 23:28:15+12",NULL,161,0
318,"basic","yearly",216.00,1,1,0,"2025-08-30 08:39:58+12",NULL,123,0
319,"basic","monthly",200.00,10,9,1,"2025-03-20 20:02:43+13",NULL,286,0
320,"basic","monthly",40.00,2,2,0,"2025-11-29 23:24:58+13",NULL,32,0
321,"basic","yearly",216.00,1,1,0,"2025-11-26 16:24:16+13",NULL,35,0
322,"pro","monthly",50.00,1,0,1,"2025-12-19 12:18:01+13",NULL,12,0
323,"basic","monthly",60.00,3,3,0,"2025-10-31 05:52:49+13",NULL,61,0
324,"basic","monthly",40.00,2,2,0,"2025-11-13 05:51:32+13",NULL,48,0
325,"pro","monthly",550.00,11,10,1,"2025-01-16 04:02:18+13","2025-11-22 08:47:50+13",310,1
326,"basic","monthly",80.00,4,4,0,"2025-09-30 09:12:20+13",NULL,92,0
327,"basic","yearly",216.00,1,0,1,"2025-06-17 14:06:10+12",NULL,197,0
328,"pro","yearly",540.00,1,1,0,"2025-12-31 21:14:27+13",NULL,0,0
329,"basic","monthly",60.00,3,3,0,"2025-10-21 15:13:42+13",NULL,71,0
330,"pro","monthly",100.00,2,2,0,"2025-11-21 19:55:43+13",NULL,40,0
331,"basic","yearly",216.00,1,1,0,"2025-10-14 16:13:34+13",NULL,78,0
332,"basic","monthly",160.00,8,8,0,"2025-05-28 10:56:47+12",NULL,217,0
333,"pro","monthly",150.00,3,3,0,"2025-10-26 02:41:52+13",NULL,66,0
334,"basic","yearly",216.00,1,1,0,"2025-03-31 15:47:43+13",NULL,275,0
335,"basic","monthly",40.00,2,1,1,"2025-11-05 13:29:45+13",NULL,56,0
336,"pro","monthly",100.00,2,2,0,"2025-11-11 14:05:04+13",NULL,50,0
337,"basic","yearly",216.00,1,1,0,"2025-05-02 17:50:16+12",NULL,243,0
338,"basic","monthly",60.00,3,3,0,"2025-10-18 15:36:52+13",NULL,74,0
339,"basic","yearly",216.00,1,1,0,"2025-07-08 20:26:24+12",NULL,176,0
340,"basic","yearly",216.00,1,1,0,"2025-06-16 08:25:27+12",NULL,198,0
341,"basic","monthly",60.00,3,3,0,"2025-10-11 13:24:43+13",NULL,81,0
342,"pro","monthly",400.00,8,8,0,"2025-05-05 05:00:41+12",NULL,240,0
343,"basic","yearly",216.00,1,1,0,"2025-01-25 08:04:48+13",NULL,340,0
344,"basic","monthly",180.00,9,9,0,"2025-04-25 06:02:44+12",NULL,250,0
345,"basic","yearly",216.00,1,1,0,"2025-06-28 14:22:59+12",NULL,186,0
346,"basic","monthly",40.00,2,2,0,"2025-11-17 16:18:50+13",NULL,44,0
347,"basic","monthly",20.00,1,1,0,"2025-12-22 22:38:05+13",NULL,9,0
348,"basic","monthly",140.00,7,7,0,"2025-05-11 02:24:25+12","2025-11-26 04:03:00+13",199,1
349,"basic","monthly",80.00,4,4,0,"2025-09-28 10:01:30+13",NULL,94,0
350,"basic","monthly",120.00,6,6,0,"2025-07-07 05:14:08+12",NULL,177,0
351,"basic","monthly",20.00,1,1,0,"2025-12-25 01:50:51+13",NULL,6,0
352,"basic","monthly",20.00,1,1,0,"2025-08-29 05:18:40+12","2025-09-11 12:16:06+12",13,1
353,"basic","monthly",20.00,1,1,0,"2025-12-05 22:43:56+13",NULL,26,0
354,"basic","monthly",40.00,2,2,0,"2025-03-31 12:41:23+13","2025-05-22 09:36:46+12",51,1
355,"pro","monthly",50.00,1,1,0,"2025-12-31 13:35:55+13",NULL,0,0
356,"pro","monthly",450.00,9,9,0,"2025-04-18 16:07:02+12",NULL,257,0
357,"basic","monthly",20.00,1,1,0,"2025-12-02 07:38:25+13",NULL,29,0
358,"basic","monthly",160.00,8,7,1,"2025-05-19 05:05:19+12",NULL,226,0
359,"basic","yearly",216.00,1,1,0,"2025-03-08 12:47:57+13",NULL,298,0
360,"basic","monthly",120.00,6,5,1,"2025-07-24 23:13:26+12",NULL,159,0
361,"pro","monthly",200.00,4,4,0,"2025-09-30 09:54:32+13",NULL,92,0
362,"basic","monthly",140.00,7,7,0,"2025-06-05 17:11:14+12",NULL,209,0
363,"basic","monthly",100.00,5,4,1,"2025-08-20 20:12:07+12",NULL,133,0
364,"pro","monthly",250.00,5,5,0,"2025-08-07 09:51:36+12",NULL,146,0
365,"basic","monthly",120.00,6,6,0,"2025-07-28 13:54:48+12",NULL,156,0
366,"pro","yearly",540.00,1,1,0,"2025-08-31 05:29:41+12",NULL,122,0
367,"basic","yearly",216.00,1,1,0,"2025-05-18 14:18:42+12",NULL,227,0
368,"basic","monthly",80.00,4,4,0,"2025-09-03 20:06:12+12",NULL,119,0
369,"basic","monthly",240.00,12,11,1,"2025-01-25 07:31:21+13",NULL,340,0
370,"basic","monthly",40.00,2,2,0,"2025-11-12 17:42:41+13",NULL,49,0
371,"basic","monthly",100.00,5,4,1,"2025-08-08 15:18:39+12",NULL,145,0
372,"basic","monthly",80.00,4,4,0,"2025-09-03 18:20:31+12",NULL,119,0
373,"basic","yearly",216.00,1,1,0,"2025-09-15 22:39:42+12",NULL,107,0
374,"basic","monthly",80.00,4,4,0,"2025-09-11 10:37:09+12",NULL,111,0
375,"basic","monthly",20.00,1,1,0,"2025-07-20 06:23:51+12","2025-08-02 18:15:11+12",13,1
376,"basic","monthly",220.00,11,11,0,"2025-02-12 02:10:00+13",NULL,322,0
377,"basic","monthly",40.00,2,2,0,"2025-09-11 19:50:14+12","2025-11-09 23:06:19+13",59,1
378,"basic","monthly",140.00,7,7,0,"2025-06-24 11:41:27+12",NULL,190,0
379,"basic","monthly",60.00,3,3,0,"2025-06-09 23:08:43+12","2025-08-20 10:57:41+12",71,1
380,"basic","monthly",60.00,3,3,0,"2025-10-24 23:56:30+13",NULL,68,0
381,"basic","monthly",60.00,3,3,0,"2025-09-16 02:22:49+12","2025-12-01 21:34:38+13",76,1
382,"pro","monthly",350.00,7,6,1,"2025-06-11 03:35:06+12",NULL,203,0
383,"pro","yearly",540.00,1,1,0,"2025-06-07 08:38:05+12",NULL,207,0
384,"basic","monthly",120.00,6,5,1,"2025-07-27 20:54:52+12",NULL,157,0
385,"pro","yearly",540.00,1,1,0,"2025-07-06 05:12:16+12",NULL,178,0
386,"pro","monthly",350.00,7,7,0,"2025-06-25 08:04:46+12",NULL,189,0
387,"pro","monthly",500.00,10,10,0,"2025-03-03 13:54:32+13",NULL,303,0
388,"basic","monthly",120.00,6,6,0,"2025-07-21 12:52:37+12",NULL,163,0
389,"pro","yearly",540.00,1,1,0,"2025-12-20 01:49:37+13",NULL,11,0
390,"basic","monthly",80.00,4,4,0,"2025-09-07 13:35:16+12",NULL,115,0
391,"basic","monthly",40.00,2,2,0,"2025-11-19 06:30:41+13",NULL,42,0
392,"basic","monthly",100.00,5,4,1,"2025-08-25 16:23:25+12",NULL,128,0
393,"pro","monthly",350.00,7,7,0,"2025-06-09 06:46:54+12",NULL,205,0
394,"basic","monthly",100.00,5,4,1,"2025-08-10 16:29:32+12",NULL,143,0
395,"basic","monthly",240.00,12,8,4,"2025-01-17 15:25:23+13",NULL,348,0
396,"basic","monthly",160.00,8,7,1,"2025-05-17 12:42:15+12",NULL,228,0
397,"basic","monthly",120.00,6,6,0,"2025-07-29 07:43:10+12",NULL,155,0
398,"basic","monthly",80.00,4,4,0,"2025-08-26 04:08:28+12","2025-12-09 11:14:30+13",105,1
399,"basic","monthly",80.00,4,3,1,"2025-09-06 17:36:36+12",NULL,116,0
400,"basic","yearly",216.00,1,1,0,"2025-07-22 16:47:46+12",NULL,162,0
401,"pro","yearly",540.00,1,1,0,"2025-07-16 23:02:14+12",NULL,167,0
402,"basic","monthly",180.00,9,9,0,"2025-04-26 03:14:04+12",NULL,249,0
403,"basic","monthly",120.00,6,6,0,"2025-07-09 23:14:02+12",NULL,174,0
404,"pro","monthly",100.00,2,2,0,"2025-11-22 19:33:58+13",NULL,39,0
405,"basic","monthly",60.00,3,3,0,"2025-10-27 00:24:30+13",NULL,65,0
406,"basic","monthly",180.00,9,8,1,"2025-05-01 02:56:02+12",NULL,244,0
407,"pro","monthly",500.00,10,10,0,"2025-02-03 09:20:06+13","2025-11-10 07:35:00+13",279,1
408,"pro","monthly",250.00,5,5,0,"2025-08-24 04:40:53+12",NULL,129,0
409,"pro","monthly",200.00,4,4,0,"2025-09-10 11:16:37+12",NULL,112,0
410,"basic","yearly",216.00,1,1,0,"2025-06-19 06:11:24+12",NULL,195,0
411,"pro","monthly",50.00,1,1,0,"2025-10-22 01:23:37+13","2025-11-10 19:46:48+13",19,1
412,"basic","monthly",80.00,4,4,0,"2025-09-21 14:33:16+12",NULL,101,0
413,"basic","monthly",80.00,4,4,0,"2025-09-13 19:33:25+12",NULL,109,0
414,"basic","monthly",160.00,8,8,0,"2025-05-12 23:31:50+12",NULL,232,0
415,"basic","monthly",80.00,4,3,1,"2025-04-17 07:00:32+12","2025-08-03 13:10:37+12",108,1
416,"basic","yearly",216.00,1,1,0,"2025-01-29 17:28:10+13",NULL,336,0
417,"pro","monthly",400.00,8,8,0,"2025-05-08 14:32:41+12",NULL,237,0
418,"basic","monthly",120.00,6,6,0,"2025-07-09 18:09:11+12",NULL,175,0
419,"basic","monthly",60.00,3,3,0,"2025-10-07 00:38:45+13",NULL,85,0
420,"basic","monthly",220.00,11,11,0,"2025-02-27 16:42:14+13",NULL,307,0
421,"pro","monthly",50.00,1,1,0,"2025-07-14 22:46:07+12","2025-07-31 08:37:12+12",16,1
422,"basic","monthly",100.00,5,5,0,"2025-08-17 09:30:30+12",NULL,136,0
423,"pro","monthly",450.00,9,9,0,"2025-04-08 06:10:41+12",NULL,267,0
424,"basic","yearly",216.00,1,1,0,"2025-09-28 01:01:15+12",NULL,94,0
425,"basic","monthly",100.00,5,5,0,"2025-08-02 16:36:37+12",NULL,151,0
426,"basic","monthly",120.00,6,6,0,"2025-05-06 16:40:32+12","2025-10-20 10:28:14+13",166,1
427,"basic","yearly",216.00,1,1,0,"2025-09-03 06:09:03+12",NULL,119,0
428,"basic","monthly",80.00,4,4,0,"2025-01-06 21:59:11+13","2025-04-27 14:36:39+12",110,1
429,"basic","yearly",216.00,1,1,0,"2025-09-18 00:38:36+12",NULL,104,0
430,"basic","monthly",60.00,3,3,0,"2025-10-21 13:56:46+13",NULL,71,0
431,"basic","monthly",200.00,10,10,0,"2025-03-25 10:52:18+13",NULL,281,0
432,"pro","yearly",540.00,1,1,0,"2025-07-31 14:13:28+12",NULL,153,0
433,"basic","yearly",216.00,1,1,0,"2025-04-21 03:55:30+12",NULL,254,0
434,"basic","monthly",20.00,1,1,0,"2025-12-06 20:53:26+13",NULL,25,0
435,"pro","monthly",150.00,3,3,0,"2025-08-20 16:50:37+12","2025-10-26 10:50:18+13",66,1
436,"pro","yearly",540.00,1,1,0,"2025-02-27 18:39:42+13",NULL,307,0
437,"basic","monthly",60.00,3,3,0,"2025-05-17 20:10:46+12","2025-08-09 02:33:22+12",83,1
438,"pro","monthly",150.00,3,3,0,"2025-10-22 23:59:29+13",NULL,70,0
439,"basic","monthly",120.00,6,6,0,"2025-07-21 06:04:14+12",NULL,163,0
440,"basic","monthly",60.00,3,3,0,"2025-10-14 01:08:06+13",NULL,78,0
441,"basic","monthly",80.00,4,4,0,"2025-09-01 18:33:55+12",NULL,121,0
442,"basic","monthly",20.00,1,1,0,"2025-12-31 05:43:26+13",NULL,0,0
443,"basic","monthly",100.00,5,5,0,"2025-08-27 16:38:06+12",NULL,126,0
444,"pro","yearly",540.00,1,1,0,"2025-12-07 04:57:39+13",NULL,24,0
445,"basic","yearly",216.00,1,1,0,"2025-11-20 14:56:50+13",NULL,41,0
446,"pro","monthly",250.00,5,5,0,"2025-08-19 04:48:07+12",NULL,134,0
447,"basic","monthly",80.00,4,4,0,"2025-09-04 03:42:08+12",NULL,118,0
448,"basic","monthly",100.00,5,5,0,"2025-08-30 07:34:52+12",NULL,123,0
449,"basic","monthly",60.00,3,3,0,"2025-10-02 10:41:27+13",NULL,90,0
450,"basic","monthly",100.00,5,5,0,"2025-08-18 01:23:55+12",NULL,135,0
451,"basic","monthly",40.00,2,2,0,"2025-11-03 11:33:27+13",NULL,58,0
452,"basic","monthly",80.00,4,4,0,"2025-09-09 03:50:49+12",NULL,113,0
453,"pro","yearly",540.00,1,1,0,"2025-07-13 23:37:51+12",NULL,170,0
454,"pro","monthly",400.00,8,7,1,"2025-05-25 10:36:06+12",NULL,220,0
455,"basic","monthly",160.00,8,8,0,"2025-05-14 16:16:30+12",NULL,231,0
456,"basic","monthly",80.00,4,4,0,"2025-09-25 19:58:54+12",NULL,97,0
457,"basic","monthly",60.00,3,3,0,"2025-10-03 22:38:56+13",NULL,89,0
458,"basic","monthly",100.00,5,5,0,"2025-08-19 01:16:12+12",NULL,134,0
459,"basic","monthly",20.00,1,1,0,"2025-08-02 10:47:50+12","2025-08-19 16:21:11+12",17,1
460,"pro","monthly",50.00,1,1,0,"2025-05-02 06:33:07+12","2025-05-07 10:03:45+12",5,1
461,"basic","monthly",220.00,11,11,0,"2025-02-17 13:24:41+13",NULL,317,0
462,"pro","monthly",400.00,8,8,0,"2025-05-08 10:51:20+12",NULL,237,0
463,"basic","yearly",216.00,1,1,0,"2025-05-14 23:06:09+12",NULL,230,0
464,"basic","monthly",40.00,2,2,0,"2025-06-15 08:37:16+12","2025-08-10 03:08:51+12",55,1
465,"basic","monthly",100.00,5,5,0,"2025-08-10 05:27:36+12",NULL,143,0
466,"basic","monthly",120.00,6,6,0,"2025-03-13 08:17:43+13","2025-08-18 23:10:35+12",158,1
467,"pro","monthly",400.00,8,7,1,"2025-05-13 18:26:35+12",NULL,232,0
468,"pro","monthly",200.00,4,4,0,"2025-09-27 05:30:11+12",NULL,95,0
469,"pro","monthly",200.00,4,3,1,"2025-09-13 05:35:30+12",NULL,109,0
470,"basic","monthly",80.00,4,3,1,"2025-02-09 22:36:22+13","2025-06-04 17:46:46+12",114,1
471,"basic","monthly",120.00,6,6,0,"2025-07-26 10:25:47+12",NULL,158,0
472,"basic","yearly",216.00,1,1,0,"2025-08-06 09:07:47+12",NULL,147,0
473,"pro","monthly",300.00,6,6,0,"2025-07-09 02:50:44+12",NULL,175,0
474,"basic","monthly",20.00,1,0,1,"2025-04-06 15:13:32+12","2025-04-09 02:35:35+12",2,1
475,"basic","monthly",120.00,6,6,0,"2025-07-13 22:51:35+12",NULL,171,0
476,"basic","monthly",40.00,2,2,0,"2025-11-21 11:43:45+13",NULL,40,0
477,"pro","monthly",250.00,5,5,0,"2025-08-02 17:24:40+12",NULL,151,0
478,"pro","monthly",200.00,4,4,0,"2025-09-01 14:52:09+12",NULL,121,0
479,"basic","monthly",40.00,2,2,0,"2025-11-17 08:27:05+13",NULL,44,0
480,"basic","monthly",60.00,3,3,0,"2025-10-03 21:14:23+13",NULL,89,0
481,"pro","monthly",300.00,6,6,0,"2025-07-04 07:02:46+12",NULL,180,0
482,"basic","monthly",240.00,12,11,1,"2025-01-14 01:39:41+13",NULL,351,0
483,"pro","monthly",350.00,7,7,0,"2025-06-17 21:45:38+12",NULL,197,0
484,"pro","monthly",100.00,2,2,0,"2025-09-02 17:40:31+12","2025-10-14 03:39:30+13",41,1
485,"basic","monthly",40.00,2,2,0,"2025-11-15 13:12:54+13",NULL,46,0
486,"basic","yearly",216.00,1,1,0,"2025-12-23 05:18:12+13",NULL,8,0
487,"basic","monthly",120.00,6,6,0,"2025-07-03 07:32:33+12",NULL,181,0
488,"pro","yearly",540.00,1,1,0,"2025-09-23 19:39:10+12",NULL,99,0
489,"basic","yearly",216.00,1,1,0,"2025-08-22 13:23:15+12",NULL,131,0
490,"basic","monthly",100.00,5,5,0,"2025-08-21 12:10:05+12",NULL,132,0
491,"pro","monthly",400.00,8,8,0,"2025-05-10 00:22:42+12",NULL,235,0
492,"basic","monthly",180.00,9,9,0,"2025-04-14 00:37:12+12",NULL,261,0
493,"basic","monthly",20.00,1,1,0,"2025-07-17 12:47:45+12","2025-08-03 12:11:17+12",16,1
494,"pro","yearly",540.00,1,1,0,"2025-01-03 15:35:18+13",NULL,362,0
495,"pro","monthly",350.00,7,6,1,"2025-06-25 05:58:37+12",NULL,189,0
496,"basic","yearly",216.00,1,1,0,"2025-09-12 23:52:17+12",NULL,109,0
497,"basic","monthly",120.00,6,6,0,"2025-07-09 07:12:29+12",NULL,175,0
498,"pro","monthly",450.00,9,9,0,"2025-05-01 00:36:00+12",NULL,244,0
499,"basic","yearly",216.00,1,1,0,"2025-07-09 17:26:32+12",NULL,175,0
500,"basic","monthly",200.00,10,9,1,"2025-03-05 06:04:32+13",NULL,301,0
501,"pro","monthly",150.00,3,3,0,"2025-08-10 22:07:51+12","2025-10-23 23:17:06+13",74,1
502,"basic","monthly",100.00,5,5,0,"2025-01-17 21:56:34+13","2025-05-18 08:28:05+12",120,1
503,"basic","monthly",120.00,6,5,1,"2025-07-28 06:16:44+12",NULL,156,0
504,"basic","yearly",216.00,1,1,0,"2025-08-16 00:36:30+12",NULL,137,0
505,"pro","monthly",600.00,12,12,0,"2025-01-25 20:48:21+13",NULL,340,0
506,"basic","monthly",60.00,3,3,0,"2025-09-26 02:43:29+12","2025-11-27 17:23:00+13",62,1
507,"basic","monthly",80.00,4,4,0,"2025-03-30 07:55:01+13","2025-07-22 18:25:03+12",114,1
508,"basic","monthly",100.00,5,5,0,"2025-07-16 15:16:04+12","2025-11-26 04:49:39+13",132,1
509,"basic","monthly",220.00,11,11,0,"2025-02-14 09:50:14+13",NULL,320,0
510,"basic","monthly",120.00,6,6,0,"2025-07-23 10:14:51+12",NULL,161,0
511,"pro","monthly",450.00,9,9,0,"2025-04-12 01:22:33+12",NULL,263,0
512,"pro","monthly",350.00,7,7,0,"2025-06-18 12:44:53+12",NULL,196,0
513,"basic","yearly",216.00,1,1,0,"2025-10-09 20:18:05+13",NULL,83,0
514,"basic","monthly",120.00,6,6,0,"2025-07-14 09:47:52+12",NULL,170,0
515,"basic","monthly",80.00,4,4,0,"2025-09-11 14:35:59+12",NULL,111,0
516,"basic","monthly",60.00,3,3,0,"2025-10-07 04:20:22+13",NULL,85,0
517,"basic","monthly",20.00,1,1,0,"2025-05-08 06:17:11+12","2025-05-23 12:47:57+12",15,1
518,"basic","monthly",120.00,6,5,1,"2025-02-25 10:59:58+13","2025-08-22 16:35:52+12",178,1
519,"basic","monthly",40.00,2,2,0,"2025-01-08 04:47:12+13","2025-03-01 04:02:38+13",51,1
520,"pro","monthly",250.00,5,4,1,"2025-08-09 11:15:55+12",NULL,144,0
521,"basic","yearly",216.00,1,0,1,"2025-12-09 19:14:12+13",NULL,22,0
522,"basic","monthly",40.00,2,2,0,"2025-06-27 19:53:39+12","2025-08-09 00:50:08+12",42,1
523,"basic","monthly",80.00,4,4,0,"2025-09-12 16:49:06+12",NULL,110,0
524,"basic","monthly",20.00,1,1,0,"2025-10-04 15:43:42+13","2025-10-14 22:19:57+13",10,1
525,"pro","yearly",540.00,1,1,0,"2025-09-17 07:00:48+12",NULL,105,0
526,"basic","monthly",80.00,4,4,0,"2025-09-29 06:02:54+13",NULL,93,0
527,"basic","yearly",216.00,1,1,0,"2025-12-17 00:39:20+13",NULL,14,0
528,"basic","monthly",180.00,9,9,0,"2025-04-17 06:55:17+12",NULL,258,0
529,"basic","monthly",20.00,1,1,0,"2025-01-16 18:48:58+13","2025-02-14 06:04:06+13",28,1
530,"basic","monthly",180.00,9,6,3,"2025-03-17 21:25:14+13","2025-12-09 14:29:05+13",266,1
531,"basic","monthly",200.00,10,9,1,"2025-03-26 07:08:03+13",NULL,280,0
532,"basic","monthly",80.00,4,4,0,"2025-09-18 01:30:34+12",NULL,104,0
533,"basic","monthly",100.00,5,5,0,"2025-08-03 04:22:25+12",NULL,150,0
534,"basic","monthly",180.00,9,8,1,"2025-04-29 09:49:11+12",NULL,246,0
535,"basic","monthly",80.00,4,4,0,"2025-09-15 15:44:33+12",NULL,107,0
536,"pro","monthly",150.00,3,3,0,"2025-10-15 23:44:00+13",NULL,77,0
537,"basic","yearly",216.00,1,1,0,"2025-04-02 10:13:24+13",NULL,273,0
538,"basic","yearly",216.00,1,1,0,"2025-08-19 15:20:23+12",NULL,134,0
539,"pro","monthly",200.00,4,4,0,"2025-09-20 20:11:35+12",NULL,102,0
540,"basic","monthly",200.00,10,10,0,"2025-03-09 20:17:30+13",NULL,297,0
541,"basic","monthly",60.00,3,3,0,"2025-11-01 08:21:23+13",NULL,60,0
542,"basic","yearly",216.00,1,1,0,"2025-12-07 04:27:13+13",NULL,24,0
543,"basic","monthly",200.00,10,9,1,"2025-03-15 11:48:23+13",NULL,291,0
544,"pro","monthly",600.00,12,11,1,"2025-01-13 01:17:28+13",NULL,352,0
545,"basic","yearly",216.00,1,1,0,"2025-06-07 06:08:36+12",NULL,207,0
546,"basic","monthly",80.00,4,4,0,"2025-09-22 19:52:06+12",NULL,100,0
547,"basic","monthly",20.00,1,1,0,"2025-12-24 21:51:15+13",NULL,7,0
548,"basic","monthly",120.00,6,6,0,"2025-07-19 01:54:24+12",NULL,165,0
549,"basic","monthly",80.00,4,4,0,"2025-09-07 16:51:47+12",NULL,115,0
550,"pro","monthly",550.00,11,11,0,"2025-02-06 04:51:00+13",NULL,328,0
551,"pro","monthly",200.00,4,4,0,"2025-09-07 01:31:08+12",NULL,115,0
552,"basic","monthly",100.00,5,5,0,"2025-08-30 08:33:34+12",NULL,123,0
553,"basic","yearly",216.00,1,1,0,"2025-03-24 23:50:31+13",NULL,282,0
554,"basic","monthly",60.00,3,3,0,"2025-10-10 21:35:54+13",NULL,82,0
555,"basic","yearly",216.00,1,1,0,"2025-11-19 14:25:06+13",NULL,42,0
556,"basic","monthly",100.00,5,4,1,"2025-08-23 17:03:13+12",NULL,130,0
557,"basic","monthly",200.00,10,10,0,"2025-03-27 21:30:53+13",NULL,279,0
558,"basic","yearly",216.00,1,1,0,"2025-12-21 16:28:47+13",NULL,10,0
559,"basic","yearly",216.00,1,1,0,"2025-10-11 21:23:23+13",NULL,81,0
560,"basic","monthly",140.00,7,7,0,"2025-06-19 05:59:51+12",NULL,195,0
561,"basic","monthly",120.00,6,6,0,"2025-07-09 23:01:26+12",NULL,174,0
562,"basic","monthly",120.00,6,6,0,"2025-07-04 23:55:43+12",NULL,179,0
563,"pro","monthly",200.00,4,4,0,"2025-09-01 07:12:36+12","2025-12-06 22:32:32+13",96,1
564,"basic","monthly",60.00,3,3,0,"2025-06-20 08:41:34+12","2025-09-03 11:20:05+12",75,1
565,"basic","monthly",60.00,3,3,0,"2025-10-06 22:22:20+13",NULL,86,0
566,"basic","yearly",216.00,1,1,0,"2025-10-23 05:31:49+13",NULL,69,0
567,"basic","yearly",216.00,1,1,0,"2025-03-25 03:56:05+13",NULL,281,0
568,"basic","monthly",20.00,1,1,0,"2025-12-14 08:18:29+13",NULL,17,0
569,"basic","yearly",216.00,1,1,0,"2025-09-21 16:55:10+12",NULL,101,0
570,"basic","monthly",60.00,3,3,0,"2025-10-21 23:26:40+13",NULL,71,0
571,"basic","yearly",216.00,1,1,0,"2025-09-21 06:25:54+12",NULL,101,0
572,"basic","monthly",120.00,6,6,0,"2025-07-30 14:05:10+12",NULL,154,0
573,"basic","monthly",20.00,1,1,0,"2025-09-11 19:20:20+12","2025-10-05 14:47:22+13",23,1
574,"basic","yearly",216.00,1,1,0,"2025-12-21 22:45:17+13",NULL,10,0
575,"basic","monthly",160.00,8,8,0,"2025-05-21 08:25:17+12",NULL,224,0
576,"basic","monthly",60.00,3,3,0,"2025-10-30 03:49:55+13",NULL,62,0
577,"basic","yearly",216.00,1,1,0,"2025-08-31 23:47:37+12",NULL,121,0
578,"basic","monthly",100.00,5,5,0,"2025-08-18 02:26:10+12",NULL,135,0
579,"basic","monthly",120.00,6,6,0,"2025-07-06 12:08:46+12",NULL,178,0
580,"pro","yearly",540.00,1,1,0,"2025-09-09 09:16:47+12",NULL,113,0
581,"basic","monthly",160.00,8,8,0,"2025-05-24 11:05:13+12",NULL,221,0
582,"basic","monthly",40.00,2,2,0,"2025-11-07 01:06:06+13",NULL,54,0
583,"basic","monthly",60.00,3,3,0,"2025-10-04 04:35:03+13",NULL,88,0
584,"pro","monthly",550.00,11,11,0,"2025-02-02 01:33:48+13",NULL,332,0
585,"basic","yearly",216.00,1,1,0,"2025-11-03 16:16:39+13",NULL,58,0
586,"basic","monthly",160.00,8,7,1,"2025-05-05 14:41:59+12",NULL,240,0
587,"pro","monthly",300.00,6,6,0,"2025-07-30 00:19:14+12",NULL,154,0
588,"basic","monthly",100.00,5,5,0,"2025-08-09 11:18:28+12",NULL,144,0
589,"basic","monthly",120.00,6,5,1,"2025-07-21 16:08:33+12",NULL,163,0
590,"basic","monthly",220.00,11,11,0,"2025-01-27 18:01:02+13","2025-12-22 15:17:40+13",328,1
591,"pro","yearly",540.00,1,1,0,"2025-11-23 00:55:58+13",NULL,38,0
592,"basic","monthly",180.00,9,9,0,"2025-04-12 03:29:55+12",NULL,263,0
593,"basic","monthly",60.00,3,3,0,"2025-04-18 20:35:28+12","2025-06-26 18:24:19+12",68,1
594,"basic","monthly",60.00,3,3,0,"2025-10-06 11:34:11+13",NULL,86,0
595,"basic","monthly",20.00,1,1,0,"2025-06-20 07:29:40+12","2025-07-02 07:51:54+12",12,1
596,"basic","monthly",40.00,2,2,0,"2025-11-25 09:56:36+13",NULL,36,0
597,"basic","monthly",80.00,4,4,0,"2025-09-15 04:40:40+12",NULL,107,0
598,"basic","monthly",160.00,8,8,0,"2025-05-18 21:58:22+12",NULL,227,0
599,"basic","monthly",240.00,12,12,0,"2025-01-17 06:14:51+13",NULL,348,0
600,"basic","monthly",20.00,1,1,0,"2025-12-04 03:19:23+13",NULL,27,0
601,"basic","monthly",220.00,11,11,0,"2025-02-14 21:09:19+13",NULL,320,0
602,"basic","monthly",80.00,4,3,1,"2025-09-01 12:33:52+12",NULL,121,0
603,"pro","monthly",250.00,5,5,0,"2025-08-25 16:22:18+12",NULL,128,0
604,"basic","yearly",216.00,1,1,0,"2025-09-17 05:00:44+12",NULL,105,0
605,"pro","yearly",540.00,1,1,0,"2025-10-01 04:48:30+13",NULL,91,0
606,"basic","yearly",216.00,1,1,0,"2025-09-10 12:49:27+12",NULL,112,0
